# Samsung SM-S928B (e3q) ZZHL vendor-DLKM KMI CRC compatibility baseline
# Firmware: S928BXXU6ZZHL; stock kernel: 6.1.162-android14-11-34343818-abS928BXXU6ZZHL
# Extracted from supplied vendor_dlkm.new.dat (SHA-256 65840e49d5980d21dcb0db4732e1acc10116fd2169e98e79927c7f5ded19f7b2).
# All 2469 retained DZH2 strict symbols have identical ZZHL CRCs; seven
# DZH2-only imports are absent. ZZHL has 1642 additional
# vendor-internal imports outside this kernel-facing strict set.
# ZZHL vendor_boot validation: 411 modules, 2139 strict baseline-overlap symbols.
# Scope: all retained kernel-facing ZZHL vendor-DLKM imports in the proven strict set.
# Device audit: 0 internal CRC conflicts across 351 vendor_dlkm modules.
# 1675 exact CRCs; 794 known Samsung/GKI CRC differences require the audited strict repair.
# symbol	device_crc	validated_build_crc	modules
__list_del_entry_valid	0xe1537255	0xe1537255	audpkt_ion_dlkm;bam_dma;blk_sec_stats;bwmon;camera;cdsprm;cfg80211;cl_dsp;cnss2;coresight;coresight_csr;coresight_cti;coresight_remote_etm;cpu_voltage_cooling;cpucp_log;cs_dsp;drm_display_helper;dropdump;dwc3_msm;frpc_adsprpc;glink_probe;health_monitor;hwmon;input_booster_lkm;input_cs40l26_i2c;ipam;lt9611uxc;mac80211;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_gpi;msm_kgsl;msm_mmrm;msm_video;pci_msm_drv;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_smd;qcom_spmi_adc5_gen3;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qsee_ipc_irq_bridge;qseecom_dlkm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;redriver;repeater;rmnet_aps;rmnet_core;rmnet_mem;rmnet_offload;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;sb_core;sec_battery;sec_common_fn;sg;slimbus;smcinvoke_dlkm;smp2p;snd_event_dlkm;snd_soc_wm_adsp;snd_usb_audio_qmi;spcom;sps_drv;ssg;stm_core;swr_ctrl_dlkm;swr_dlkm;sync_fence;synx_driver;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss
__local_bh_enable_ip	0x3c3fce39	0x3c3fce39	mac80211;qca_cld3_kiwi_v2;qcrypto_msm_dlkm;rmnet_core;rmnet_mem;rmnet_shs;wonder
__mdiobus_read	0xa3d576c4	0xc172d427	at803x
__mdiobus_register	0xa19883f4	0xa04018dc	smsc95xx
__media_device_register	0xd1732581	0xd1732581	camera;msm_video
__memcat_p	0xd64ed259	0xd64ed259	stm_core
__memcpy_fromio	0x5d112304	0x5d112304	camera;cpucp_log;ipclite;msm_drm;msm_kgsl;pci_msm_drv;qcom_glink_smem;qcom_glink_spss;qcom_pil_info;qcom_q6v5_pas;qcom_ramdump;qcom_smd;qcom_stats;rproc_qcom_common;slimbus;tz_log_dlkm
__memcpy_toio	0xf77555cd	0xf77555cd	camera;dwc3_msm;msm_kgsl;pci_msm_drv;qca_cld3_kiwi_v2;qcom_pil_info;qcom_smd;slim_qcom_ngd_ctrl
__memset_io	0x18b48e28	0x18b48e28	bam_dma;camera;mhi;msm_hw_fence;pci_msm_drv;qca_cld3_kiwi_v2;qcom_pil_info;slim_qcom_ngd_ctrl;sps_drv
__mmap_lock_do_trace_acquire_returned	0x5319be0e	0xd6d4940c	glink_pkt;msm_kgsl
__mmap_lock_do_trace_released	0xb996c292	0x8bfc5190	glink_pkt;msm_kgsl
__mmap_lock_do_trace_start_locking	0x56ac7b18	0x64c6e81a	glink_pkt;msm_kgsl
__mmc_poll_for_busy	0x794b526a	0x794b526a	sdhci_msm_sec
__module_get	0x82f3eefb	0x6cd1ad57	sg
__msecs_to_jiffies	0x7f02188f	0x7f02188f	blk_sec_stats;blk_sec_wb;camera;cfg80211;cnss2;dwc3_msm;glink_pkt;gsim;hall_ic;health_monitor;input_booster_lkm;input_cs40l26_i2c;ipam;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;mac80211;max77705_charger;mhi;mhi_dev_satellite;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_video;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77775;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qti_amoled_ecm;rmnet_core;rmnet_shs;s2dos05_regulator;sec_battery;sec_direct_charger;sec_vibrator_inputff_module;sg;slimbus;snd_soc_cirrus_amp;spcom;spf_core_dlkm;spi_msm_geni;spss_utils;ssg;synaptics_ts_spi;sync_fence;synx_driver;usb_f_gsi;usb_typec_manager
__mutex_init	0xa571f6b0	0xa571f6b0	adsp_factory_module;adsp_sleepmon;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bcl_soc;blk_sec_wb;bt_fm_slim;bwmon;camera;cdsprm;cfg80211;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_hwevent;coresight_remote_etm;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;cs_dsp;drm_display_helper;dwc3_msm;fingerprint;flicker_sensor;frpc_adsprpc;glink_pkt;gpr_dlkm;gsim;hall_ic;hdmi_dlkm;i2c_msm_geni;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;kperfmon;lcd;leds_qpnp_vibrator_ldo;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;mac80211;machine_dlkm;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;memlat;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_video;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;pinctrl_lpi_dlkm;pwm_qti_lpg;q6_notifier_dlkm;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_cpuss_sleep_stats;qcom_glink;qcom_iommu_debug;qcom_pm8008_regulator;qcom_q6v5_pas;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qpnp_lcdb_regulator;qrng_dlkm;qsee_ipc_irq_bridge;qti_amoled_ecm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;s2dos05_regulator;s2dos07;s2mpb03;sb_core;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_user_reset;sec_rdx_bootdev;sec_vibrator_inputff_module;sg;slim_qcom_ngd_ctrl;slimbus;smsc75xx;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_hdmi_codec;snvm;snvm_plat;spcom;spf_core_dlkm;spi_msm_geni;sps_drv;spss_utils;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;ubwcp;usb_f_gsi;usb_f_qdss;usb_notify_layer;usb_typec_manager;uwb;wcd938x_dlkm;wcd939x_dlkm;wcd_usbss_i2c;wez02;wonder;wsa883x_dlkm;wsa884x_dlkm
__napi_schedule	0xf5221e2b	0xf53a7d74	ipam;qca_cld3_kiwi_v2
__netdev_alloc_skb	0x1ba22d8b	0x08030d76	cfg80211;ipam;mac80211;qca_cld3_kiwi_v2;smsc95xx
__netif_napi_del	0xf7cce469	0xf7d48736	ipam;qca_cld3_kiwi_v2
__netlink_kernel_create	0x9f3fe1fe	0x7ff752c3	adsp_factory_module;qca_cld3_kiwi_v2
__nla_parse	0x581e2394	0x581e2394	cfg80211;qca_cld3_kiwi_v2;rmnet_wlan;wonder
__nla_validate	0x933dc050	0x933dc050	cfg80211;msm_sysstats
__nlmsg_put	0x899805b0	0x338eb68d	adsp_factory_module;qca_cld3_kiwi_v2;rmnet_core
__num_online_cpus	0xc60d0620	0xc60d0620	msm_show_resume_irq
__of_get_address	0x42ec81ae	0x42ec81ae	boot_stats;leds_qti_tri_led;msm_drm;msm_lmh_dcvs;pci_msm_drv;pm8941_pwrkey;pwm_qti_lpg;qcom_spmi_wled;qpnp_amoled_regulator
__of_parse_phandle_with_args	0x26f40d9d	0x26f40d9d	audpkt_ion_dlkm;btpower;bwmon;camera;cnss2;core_hang_detect;coresight;coresight_csr;coresight_cti;coresight_tmc_sec;cpu_voltage_cooling;dmesg_dumper;dwc3_msm;flicker_sensor;frpc_adsprpc;gh_panic_notifier;hdm;ipam;ipclite;llcc_qcom;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;machine_dlkm;mbhc_dlkm;memlat;msm_drm;msm_eva;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_sharedmem;msm_video;nfc_nxp_sec;pci_msm_drv;pwm_qti_lpg;qcom_cpufreq_hw_debug;qcom_q6v5_pas;qcom_smd;qcom_spmi_adc5_gen3;qcom_spss;qseecom_dlkm;qti_amoled_ecm;qti_devfreq_cdev;redriver;repeater;sdhci_msm_sec;sec_rdx_bootdev;smp2p;snd_soc_cirrus_amp;spss_utils;swr_dmic_dlkm;usb_vendor_receiver;wcd938x_dlkm;wcd939x_dlkm;wcd_core_dlkm;wonder;wsa883x_dlkm;wsa884x_dlkm
__page_frag_cache_drain	0x4bbba0b1	0x7709895f	qca_cld3_kiwi_v2
__page_pinner_put_page	0xbf444ebf	0x0423e484	msm_kgsl;qca_cld3_kiwi_v2;rmnet_core;rmnet_mem
__pagevec_release	0x8030d003	0x4c10106e	msm_kgsl
__pci_register_driver	0x2ede99c1	0x9be3b3f4	cnss2;pci_msm_drv
__per_cpu_offset	0x280f9f14	0x280f9f14	blk_sec_stats;coresight;mac80211;memlat;msm_kgsl;msm_performance;qcom_lpm;rmnet_core;rmnet_shs;ssg
__phy_modify	0x91f2c938	0x91f2c938	at803x
__platform_driver_register	0x894c433a	0x894c433a	abc_hub;adsp_loader_dlkm;adsp_sleepmon;audio_pkt_dlkm;audpkt_ion_dlkm;bam_dma;bcl_soc;btpower;bwmon;bwprof;c1dcvs_scmi_v2;camcc_volcano;camera;cdsp_loader;cdsprm;cnss2;core_hang_detect;coresight_csr;coresight_dummy;coresight_funnel;coresight_hwevent;coresight_remote_etm;coresight_replicator;coresight_tmc_sec;cpu_voltage_cooling;cpucp_log;cpufreq_limit;cpufreq_stats_scmi_v2;ddr_cdev;debugcc_cliffs;debugcc_pineapple;debugcc_volcano;dmesg_dumper;dwc3_msm;dynpf_scmi;eud;fingerprint;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;glink_probe;gpu_dump_skip_cdev;gpucc_cliffs;gpucc_volcano;gsim;hall_ic;hdmi_dlkm;health_monitor;i2c_msm_geni;i3c_master_msm_geni;ipam;ipclite;leds_qpnp_vibrator_ldo;leds_qti_flash;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;memlat;mfd_max77775;mpam;msm_drm;msm_eva;msm_ext_display;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;msm_show_resume_irq;msm_video;nfc_nxp_sec;pci_msm_drv;pcie_pdc;pdic_max77705;pdic_max77775;phy_generic;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;phy_qcom_ufs_qmp_v4;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;pm8941_pwrkey;pmic_pon_log;pwm_qti_lpg;q6_notifier_dlkm;qcedev_mod_dlkm;qcom_cpufreq_hw_debug;qcom_cpuss_sleep_stats;qcom_edac;qcom_iommu_debug;qcom_lpm;qcom_pm8008_regulator;qcom_pon;qcom_q6v5_pas;qcom_smd;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_spss;qcom_stats;qcrypto_msm_dlkm;qfprom_sys;qpnp_amoled_regulator;qpnp_lcdb_regulator;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_amoled_ecm;qti_cpufreq_cdev;qti_devfreq_cdev;qti_fixed_regulator;qti_ocp_notifier;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;qti_userspace_cdev;rdbg;s2mpb02_regulator;sdhci_msm_sec;sec_abc_detect_conn;sec_ap_pmic;sec_arm64_debug;sec_arm64_fsimd_debug;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_qcom_wdt_core;sec_qc_smem;sec_qc_user_reset;sec_rdx_bootdev;sec_thermistor;sec_vibrator_inputff_module;slim_qcom_ngd_ctrl;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smp2p_sleepstate;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs40l26;snd_soc_hdmi_codec;snd_usb_audio_qmi;snvm_plat;spcom;spf_core_dlkm;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;stub_dlkm;swr_ctrl_dlkm;sys_pm_vx;tz_log_dlkm;ubwcp;usb_notifier;usb_vendor_receiver;vibrator_vib_info;videocc_volcano;wcd938x_dlkm;wcd939x_dlkm;wcd9xxx_dlkm;wcd_core_dlkm;wonder
__pm_relax	0x1aa68695	0x8d779038	cnss2;fingerprint;frpc_adsprpc;gpr_dlkm;hall_ic;ipam;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77775;msm_drm;msm_geni_serial;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;qca_cld3_kiwi_v2;rmnet_shs;sec_battery;sec_direct_charger;sec_vibrator_inputff_module;spcom;stm_ts_spi;synaptics_ts_spi;usb_notify_layer
__pm_runtime_disable	0x05e59274	0x05e59274	coresight_dummy;coresight_funnel;coresight_remote_etm;coresight_replicator;coresight_tmc_sec;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;msm_kgsl;pinctrl_lpi_dlkm;qcom_lpm;qcom_q6v5_pas;sdhci_msm_sec;slim_qcom_ngd_ctrl;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;spi_msm_geni;stm_core;swr_ctrl_dlkm;wcd_usbss_i2c
__pm_runtime_idle	0x14cee5de	0x14cee5de	camera;coresight;coresight_cti;coresight_funnel;coresight_replicator;coresight_stm;coresight_tgu;coresight_tmc;coresight_tpda;coresight_tpdm;coresight_trace_noc;dwc3_msm;i3c_master_msm_geni;msm_drm;msm_kgsl;msm_video;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;qcom_q6v5_pas;sec_common_fn;slim_qcom_ngd_ctrl;spi_msm_geni;stm_ts_spi;synaptics_ts_spi;usb_f_gsi;usb_f_qdss;videocc_volcano;wcd_usbss_i2c
__pm_runtime_resume	0xabe820ab	0xabe820ab	bam_dma;camera;cl_dsp_debugfs;cnss2;coresight;coresight_cti;coresight_funnel;coresight_stm;coresight_tgu;coresight_trace_noc;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_drm;msm_geni_serial;msm_kgsl;msm_video;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;qcom_q6v5_pas;sdhci_msm_sec;sec_common_fn;slim_qcom_ngd_ctrl;slimbus;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;spi_msm_geni;stm_core;stm_ts_spi;swr_ctrl_dlkm;synaptics_ts_spi;usb_f_gsi;usb_f_qdss;videocc_volcano;wcd_usbss_i2c
__pm_runtime_set_status	0x22808c6a	0x22808c6a	bam_dma;coresight_funnel;coresight_replicator;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;sdhci_msm_sec;slim_qcom_ngd_ctrl;slimbus;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;spi_msm_geni;stm_core;swr_ctrl_dlkm
__pm_runtime_suspend	0x7c91d8d1	0x7c91d8d1	bam_dma;cl_dsp_debugfs;cnss2;coresight_stm;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;sdhci_msm_sec;slim_qcom_ngd_ctrl;slimbus;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;spi_msm_geni;stm_core;swr_ctrl_dlkm;wcd_usbss_i2c
__pm_runtime_use_autosuspend	0x446c5527	0x446c5527	bam_dma;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;sdhci_msm_sec;slim_qcom_ngd_ctrl;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;spi_msm_geni;stm_core;swr_ctrl_dlkm;wcd_usbss_i2c
__pm_stay_awake	0xe186a5ce	0x7657b363	fingerprint;gh_panic_notifier;ipam;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77775;msm_drm;msm_geni_serial;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;qca_cld3_kiwi_v2;rmnet_shs;sec_battery;sec_direct_charger;sec_pon_alarm;sec_vibrator_inputff_module;stm_ts_spi;synaptics_ts_spi;usb_notify_layer
__pskb_pull_tail	0x263e8160	0x9b2f9a20	cfg80211;ipam;mac80211;qca_cld3_kiwi_v2;qrtr_mhi;qrtr_smd;rmnet_core;rmnet_wlan
__put_net	0x64b548b6	0x7814071d	cfg80211
__put_task_struct	0x950c847f	0xc0e718e1	hung_task_enh;msm_eva;msm_sysstats
__rcu_read_lock	0x8d522714	0x8d522714	cfg80211;dropdump;input_booster_lkm;leds_qti_flash;mac80211;msm_drm;msm_eva;msm_sysstats;nfc_nxp_sec;qmi_helpers;rmnet_core;rmnet_ctl;rmnet_perf;rmnet_shs;rmnet_wlan;ssg;wonder
__rcu_read_unlock	0x2469810f	0x2469810f	cfg80211;dropdump;input_booster_lkm;leds_qti_flash;mac80211;msm_drm;msm_eva;msm_sysstats;nfc_nxp_sec;qmi_helpers;rmnet_core;rmnet_ctl;rmnet_perf;rmnet_shs;rmnet_wlan;ssg;wonder
__register_chrdev	0xbd842ba8	0x12670bb8	bt_fm_slim;btpower;mhi_dev_uci;qrng_dlkm;stm_core
__register_rpmsg_driver	0x22984856	0x22984856	adsp_sleepmon;cdsprm;frpc_adsprpc;glink_pkt;gpr_dlkm;mhi_dev_satellite;msm_eva;pci_msm_drv;qcom_glink;qcom_sysmon;qrtr_smd;spcom
__regmap_init	0xfcb220b8	0xbe74d6e8	swr_dlkm
__release_region	0x1848221d	0x1848221d	camera
__request_region	0x0ca39ba0	0x0ca39ba0	camera
__reset_control_get	0x151b3aa8	0x151b3aa8	msm_eva
__rht_bucket_nested	0xd0d156e9	0xd0d156e9	mac80211
__scsi_print_sense	0xaac892f6	0xaac892f6	sg
__sdhci_add_host	0x4c3c5d85	0x2fdeafea	sdhci_msm_sec
__sdhci_set_timeout	0xdc029933	0x12456d39	sdhci_msm_sec
__sg_page_iter_dma_next	0xcc445ceb	0xcc445ceb	qcom_iommu_debug
__sg_page_iter_next	0x7c9ca58f	0x7c9ca58f	msm_kgsl;qcom_iommu_debug
__sg_page_iter_start	0xccd4c999	0xccd4c999	msm_kgsl;qcom_iommu_debug
__skb_get_hash	0x1ddd1883	0x1335a572	mac80211;qca_cld3_kiwi_v2;rmnet_shs
__skb_gso_segment	0x69420fe8	0xfd88fa39	mac80211;rmnet_core;rmnet_shs
__sock_create	0x7265e465	0xe915c755	cfg80211
__spi_alloc_controller	0x139ba157	0xe57ed1f6	spi_msm_geni
__spi_register_driver	0x9a9c1906	0xfe7a3c75	camera;nfc_nxp_sec;stm_ts_spi;stmvl53l8;synaptics_ts_spi;uwb
__srcu_read_lock	0x5f0dddd4	0x5f0dddd4	stm_core
__srcu_read_unlock	0x492dabdc	0x492dabdc	stm_core
__stack_chk_fail	0xc2c193d2	0xc2c193d2	abc_hub;adsp_factory_module;adsp_loader_dlkm;adsp_sleepmon;at803x;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bam_dma;bcl_soc;bhs_irq_controller;blk_sec_stats;blk_sec_wb;btpower;bwmon;bwprof;c1dcvs_scmi_v2;camera;cdsp_loader;cdsprm;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;common_muic;core_hang_detect;coresight;coresight_csr;coresight_cti;coresight_dummy;coresight_funnel;coresight_hwevent;coresight_remote_etm;coresight_replicator;coresight_stm;coresight_tgu;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;coresight_trace_noc;cpu_voltage_cooling;cpucp_log;cpufreq_limit;cpufreq_stats_scmi_v2;cs_dsp;ddr_cdev;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;dropdump;dwc3_msm;dynpf_scmi;ehset;eud;f_fs_ipc_log;fingerprint;flicker_sensor;flicker_test;frpc_adsprpc;gh_ctrl;gh_irq_lend;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;glink_probe;gpr_dlkm;gpu_dump_skip_cdev;gsim;hall_ic;hdcp_qseecom_dlkm;hdm;hdmi_dlkm;health_monitor;hung_task_enh;hvc_gunyah;hwmon;i2c_msm_geni;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_qpnp_vibrator_ldo;leds_qti_flash;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;lvstest;mac80211;machine_dlkm;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;memlat;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;mpam;msm_drm;msm_eva;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;msm_show_resume_irq;msm_sysstats;msm_video;nb7vpq904m;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;phy_generic;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;pm8941_pwrkey;pmic_pon_log;pwm_qti_lpg;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_cpufreq_hw_debug;qcom_cpuss_sleep_stats;qcom_edac;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_lpm;qcom_pil_info;qcom_pm8008_regulator;qcom_q6v5;qcom_q6v5_pas;qcom_ramdump;qcom_smd;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_spss;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfprom_sys;qmi_helpers;qpnp_amoled_regulator;qpnp_lcdb_regulator;qrtr_mhi;qrtr_smd;qsee_ipc_irq_bridge;qseecom_dlkm;qti_amoled_ecm;qti_cpufreq_cdev;qti_devfreq_cdev;qti_fixed_regulator;qti_ocp_notifier;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;redriver;repeater;repeater_i2c_eusb2;rmnet_aps;rmnet_core;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sb_core;sdhci_msm_sec;sec_abc_detect_conn;sec_ap_pmic;sec_arm64_fsimd_debug;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_pon_alarm;sec_qc_hw_param;sec_qc_qcom_wdt_core;sec_qc_smem;sec_qc_soc_id;sec_qc_user_reset;sec_rdx_bootdev;sec_reloc_gpio;sec_switch_class;sec_thermistor;sec_vibrator_inputff_module;sensors_core;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smp2p_sleepstate;smsc75xx;smsc95xx;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_hdmi_codec;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;ssg;stm_core;stm_p_ost;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;sysmon_subsystem_stats;thermal_config;tz_log_dlkm;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_mon_gadget;usb_notifier;usb_notify_layer;usb_typec_manager;usb_vendor_receiver;uwb;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wcd9xxx_dlkm;wcd_core_dlkm;wcd_usbss_i2c;wez02;wonder;wsa883x_dlkm;wsa884x_dlkm
