# Samsung SM-S928B (e3q) vendor-DLKM KMI CRC baseline
# Firmware: S928BXXS6DZG1; kernel: 6.1.145-android14-11-33419968-abS928BXXS6DZG1
# Captured over rooted ADB on 2026-08-09 from 351 persistent vendor_dlkm modules.
# Includes kernel-KMI imports present in Android 14/6.1 2025-09 ABI lists.
# Device audit: 0 kernel CRC conflicts; 0 DLKM export conflicts; 0 importer/provider mismatches.
# symbol	crc	modules
mbox_free_channel	0x0e412be4	cnss2;cpucp_log;ipam;msm_kgsl;qcom_glink;qcom_smd;smp2p
mbox_request_channel	0x09f73d51	btpower;cnss2;cpucp_log;ipam;ipclite;msm_kgsl;qcom_glink;qcom_smd;smp2p
mbox_send_message	0xe45e4550	btpower;cnss2;ipam;ipclite;msm_kgsl;qcom_glink;qcom_smd;smp2p
mdio_device_reset	0x4e1d8d04	at803x
mdiobus_alloc_size	0xa8c549aa	smsc95xx
mdiobus_free	0x3f19d564	smsc95xx
mdiobus_read	0x9b2615a6	at803x;smsc
mdiobus_unregister	0x89879ae8	smsc95xx
mdiobus_write	0x95306f07	at803x;smsc
media_device_cleanup	0x8ea982ec	camera;msm_video
media_device_init	0x9a4b2751	camera;msm_video
media_device_unregister	0x37bdb389	camera;msm_video
media_entity_pads_init	0xd2c7eba4	camera
mem_section	0xa3521253	qcom_iommu_debug
memblock_free	0xa6ecab47	msm_drm;sec_rdx_bootdev
memchr	0xa07a37f0	msm_eva;msm_video
memchr_inv	0x8df92f66	drm_display_helper
memcmp	0x449ad0a7	cfg80211;qca_cld3_kiwi_v2
memcpy	0x4829a47e	abc_hub;adsp_factory_module;adsp_loader_dlkm;adsp_sleepmon;audio_pkt_dlkm;bam_dma;btpower;camera;cdsprm;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_stm;coresight_tmc;cpucp_log;cs_dsp;dev_ril_bridge;drm_display_helper;dropdump;dwc3_msm;flicker_sensor;frpc_adsprpc;glink_pkt;gsim;hdcp_qseecom_dlkm;hdmi_dlkm;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;kperfmon;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;mac80211;machine_dlkm;memlat;mfd_max77705;mfd_max77775;mhi;mhi_dev_satellite;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_mmrm;msm_sysstats;msm_video;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;q6_notifier_dlkm;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_ramdump;qcom_stats;qcrypto_msm_dlkm;qfprom_sys;qmi_helpers;qseecom_dlkm;radio_i2c_rtc6226_qca;rmnet_core;rmnet_ctl;rmnet_shs;rmnet_wlan;sec_battery;sec_common_fn;sec_pon_alarm;sec_qc_user_reset;sec_thermistor;sg;slim_qcom_ngd_ctrl;smcinvoke_dlkm;smp2p;smsc95xx;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_hdmi_codec;snvm;spcom;sps_drv;stm_ts_spi;stmvl53l8;swr_dlkm;swr_dmic_dlkm;synaptics_ts_spi;synx_driver;sysmon_subsystem_stats;usb_f_cdev;usb_f_gsi;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer;uwb;wez02;wsa883x_dlkm;wsa884x_dlkm
memdup_user	0x5dc263fd	audio_pkt_dlkm;camera;ipam
memmove	0x5a9f1d63	cnss2;frpc_adsprpc;mac80211;qca_cld3_kiwi_v2;radio_i2c_rtc6226_qca
memory_read_from_buffer	0x65e0d6d7	qcom_ramdump
memparse	0x27864d57	msm_drm
mempool_alloc	0xc3762aec	cnss_prealloc
mempool_alloc_slab	0xc972449f	cnss_prealloc
mempool_create	0x1953c958	cnss_prealloc
mempool_destroy	0x9034a696	cnss_prealloc
mempool_free	0xa897e3e7	cnss_prealloc
mempool_free_slab	0x8a99a016	cnss_prealloc
memremap	0x4d924f20	dwc3_msm;ipam;msm_drm;msm_eva;msm_kgsl;msm_video
memremap_pages	0x393ba798	ubwcp
memset	0xdcb764ad	adsp_factory_module;adsp_sleepmon;blk_sec_stats;camera;cdsprm;cfg80211;cnss2;cnss_nl;coresight_cti;coresight_tmc;coresight_tmc_sec;coresight_tpdm;cpucp_log;dev_ril_bridge;dmesg_dumper;drm_display_helper;dropdump;dwc3_msm;fingerprint;flicker_sensor;frpc_adsprpc;glink_pkt;gsim;hdm;input_cs40l26_i2c;ipam;ipclite;kperfmon;llcc_qcom;lpass_cdc_rx_macro_dlkm;mac80211;max77705_charger;max77775_charger;mhi;mhi_dev_uci;msm_drm;msm_eva;msm_geni_serial;msm_gpi;msm_kgsl;msm_performance;msm_sysstats;msm_video;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_iommu_debug;qcom_q6v5_pas;qcom_ramdump;qcom_stats;qcrypto_msm_dlkm;qseecom_dlkm;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_core;rmnet_shs;rproc_qcom_common;sec_abc_detect_conn;sec_arm64_fsimd_debug;sec_battery;sec_common_fn;sec_pon_alarm;sec_qc_hw_param;sec_qc_user_reset;sec_rdx_bootdev;sec_vibrator_inputff_module;sg;smcinvoke_dlkm;smp2p;snd_soc_cs35l43_i2c;snd_soc_cs40l26;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spi_msm_geni;sps_drv;spss_utils;ssg;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sysmon_subsystem_stats;tz_log_dlkm;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_notify_layer;uwb;wcd938x_slave_dlkm;wcd939x_slave_dlkm;wez02;wsa883x_dlkm;wsa884x_dlkm
memstart_addr	0x9688de8b	camera;cnss2;coresight_tmc_sec;dropdump;hdm;ipam;mhi_dev_satellite;msm_drm;msm_eva;msm_kgsl;msm_video;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;qseecom_dlkm;rmnet_core;sec_qc_smem;sec_rdx_bootdev;smcinvoke_dlkm;snd_usb_audio_qmi;sps_drv;ubwcp
memunmap	0x9e9fdd9d	dwc3_msm;ipam;msm_drm;msm_eva;msm_kgsl;msm_video
memunmap_pages	0xf46b2956	ubwcp
mfd_add_devices	0x931b389a	mfd_max77705;mfd_max77775;mfd_s2mpb02
mfd_remove_devices	0x7048bb52	mfd_max77705;mfd_max77775;mfd_s2mpb02
mii_check_media	0x0b839173	smsc75xx
mii_ethtool_gset	0xc42b22b3	smsc75xx
mii_nway_restart	0x82a00e5c	smsc75xx
mipi_dsi_attach	0xbedc46e9	lt9611uxc
mipi_dsi_create_packet	0x23daa989	msm_drm
mipi_dsi_dcs_set_tear_off	0x43404a64	msm_drm
mipi_dsi_detach	0xbc909894	lt9611uxc
mipi_dsi_device_register_full	0x0048ac20	lt9611uxc
mipi_dsi_device_unregister	0x9123d93b	lt9611uxc
mipi_dsi_host_register	0x981c3d5b	msm_drm
mipi_dsi_host_unregister	0xe5a66718	msm_drm
misc_deregister	0x94a9d12b	coresight_tmc;nfc_nxp_sec;pdic_max77705;pdic_notifier_module;sec_battery;sec_pon_alarm;snvm;snvm_plat;stmvl53l8;usb_f_conn_gadget;usb_f_ss_mon_gadget;uwb
misc_register	0x06987aeb	coresight_tmc;dev_ril_bridge;msm_drm;nfc_nxp_sec;pdic_max77705;pdic_notifier_module;sec_battery;sec_common_fn;sec_pon_alarm;snvm;snvm_plat;stm_ts_spi;stmvl53l8;usb_f_conn_gadget;usb_f_ss_mon_gadget;uwb
mmc_execute_tuning	0x6336a0ec	sdhci_msm_sec
mmc_get_card	0x2fe2045b	sdhci_msm_sec
mmc_get_ext_csd	0x64fa7b19	sdhci_msm_sec
mmc_gpio_get_cd	0x84483808	sdhci_msm_sec
mmc_gpio_set_cd_wake	0xec2dc402	sdhci_msm_sec
mmc_of_parse	0x8f1f9ba9	sdhci_msm_sec
mmc_prepare_busy_cmd	0xe3b97658	sdhci_msm_sec
mmc_put_card	0xeb745592	sdhci_msm_sec
mmc_regulator_get_supply	0x05a87fee	sdhci_msm_sec
mmc_regulator_set_ocr	0xec5037d6	sdhci_msm_sec
mmc_regulator_set_vqmmc	0x4fc8f305	sdhci_msm_sec
mmc_request_done	0xd4221026	sdhci_msm_sec
mmc_retune_hold	0x2cc252d0	sdhci_msm_sec
mmc_retune_release	0xa5165206	sdhci_msm_sec
mmc_select_card	0x6913dde6	sdhci_msm_sec
mmc_send_tuning	0xada47b9f	sdhci_msm_sec
mmc_set_bus_mode	0x515b4b8f	sdhci_msm_sec
mmc_set_bus_width	0x5cba9f2e	sdhci_msm_sec
mmc_set_clock	0x97593211	sdhci_msm_sec
mmc_set_timing	0xdfcf499d	sdhci_msm_sec
mmc_wait_for_cmd	0x2a768417	sdhci_msm_sec
mod_delayed_work_on	0xc4f47221	cfg80211;msm_lmh_dcvs;msm_video
mod_timer	0x72cd0f7f	adsp_sleepmon;blk_sec_wb;camera;cfg80211;cnss2;fingerprint;input_cs40l26_i2c;mac80211;msm_kgsl;nfc_nxp_sec;pdr_interface;qca_cld3_kiwi_v2;qce50_dlkm;qcom_q6v5_pas;qcom_sysmon;qcrypto_msm_dlkm;qseecom_dlkm;rmnet_aps;rmnet_core;rproc_qcom_common;synx_driver;usb_f_gsi;wcd939x_dlkm
module_layout	0xea759d7f	abc_hub;adsp_factory_module;adsp_loader_dlkm;adsp_sleepmon;at803x;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bam_dma;bcl_soc;bhs_irq_controller;blk_sec_common;blk_sec_stats;blk_sec_wb;boot_stats;bt_fm_slim;btpower;bwmon;bwprof;c1dcvs_scmi_v2;camcc_volcano;camera;cdsp_loader;cdsprm;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cnss_nl;cnss_plat_ipc_qmi_svc;cnss_prealloc;cnss_utils;common_muic;core_hang_detect;coresight;coresight_csr;coresight_cti;coresight_dummy;coresight_funnel;coresight_hwevent;coresight_remote_etm;coresight_replicator;coresight_stm;coresight_tgu;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;coresight_trace_noc;cpu_voltage_cooling;cpucp_log;cpufreq_limit;cpufreq_stats_scmi_v2;crc_itu_t;cs_dsp;ddr_cdev;debugcc_cliffs;debugcc_pineapple;debugcc_volcano;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;drm_dp_aux_bus;dropdump;dwc3_msm;dynpf_scmi;ehset;eud;f_fs_ipc_log;fingerprint;fingerprint_sysfs;flicker_sensor;flicker_test;frpc_adsprpc;gh_ctrl;gh_irq_lend;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;glink_probe;gpr_dlkm;gpu_dump_skip_cdev;gpucc_cliffs;gpucc_volcano;gsim;hall_ic;hall_ic_notifier;hdcp_qseecom_dlkm;hdm;hdmi_dlkm;health_monitor;heap_mem_ext_v01;hung_task_enh;hvc_gunyah;hwmon;i2c_msm_geni;i3c_master_msm_geni;if_cb_manager;input_booster_lkm;input_cs40l26_i2c;ipam;ipanetm;ipclite;ipclite_test;kperfmon;lcd;leds_qpnp_vibrator_ldo;leds_qti_flash;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;lvstest;mac80211;machine_dlkm;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;mem_hooks;memlat;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;mpam;msm_drm;msm_eva;msm_ext_display;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;msm_show_epoch;msm_show_resume_irq;msm_sysstats;msm_video;nb7vpq904m;nfc_nxp_sec;nu1668_charger;panel_event_notifier;pca9481_charger;pci_msm_drv;pcie_pdc;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;phy_generic;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;phy_qcom_ufs_qmp_v4;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;pm8941_pwrkey;pmic_class;pmic_pon_log;pwm_qti_lpg;q6_dlkm;q6_notifier_dlkm;q6_pdr_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_cpufreq_hw_debug;qcom_cpuss_sleep_stats;qcom_edac;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_lpm;qcom_pil_info;qcom_pm8008_regulator;qcom_pon;qcom_q6v5;qcom_q6v5_pas;qcom_ramdump;qcom_smd;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_spss;qcom_stats;qcom_sysmon;qcom_vadc_common;qcrypto_msm_dlkm;qfprom_sys;qfs4008_spidev;qmi_helpers;qpnp_amoled_regulator;qpnp_lcdb_regulator;qrng_dlkm;qrtr_mhi;qrtr_smd;qsee_ipc_irq_bridge;qseecom_dlkm;qseecom_proxy;qti_amoled_ecm;qti_cpufreq_cdev;qti_devfreq_cdev;qti_fixed_regulator;qti_ocp_notifier;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;qti_thermal_vendor_hooks;qti_userspace_cdev;radio_i2c_rtc6226_qca;rdbg;reboot_mode;redriver;repeater;repeater_i2c_eusb2;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_sch;rmnet_shs;rmnet_wlan;rproc_qcom_common;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sb_core;sb_wireless;sdhci_msm_sec;sdp;sec_abc_detect_conn;sec_ap_pmic;sec_arm64_debug;sec_arm64_fsimd_debug;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_input_notifier;sec_panel_notifier_v2;sec_pd;sec_pon_alarm;sec_qc_hw_param;sec_qc_qcom_wdt_core;sec_qc_smem;sec_qc_soc_id;sec_qc_user_reset;sec_rdx_bootdev;sec_reloc_gpio;sec_switch_class;sec_thermistor;sec_vibrator_inputff_module;sensors_core;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smp2p_sleepstate;smsc;smsc75xx;smsc95xx;snd_debug_proc;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_hdmi_codec;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;snvm_plat;spcom;spf_core_dlkm;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;ssg;stm_console;stm_core;stm_ftrace;stm_heartbeat;stm_p_ost;stm_ts_spi;stmvl53l8;stub_dlkm;swr_ctrl_dlkm;swr_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;sysmon_subsystem_stats;thermal_config;tz_log_dlkm;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notifier;usb_notify_layer;usb_typec_manager;usb_vendor_receiver;uwb;vbus_notifier;vibrator_vib_info;videocc_volcano;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wcd9xxx_dlkm;wcd_core_dlkm;wcd_usbss_i2c;wez02;wlan_firmware_service;wonder;wsa883x_dlkm;wsa884x_dlkm
module_put	0x28f42c1d	coresight;repeater;rmnet_core;sg;stm_core
msi_get_virq	0xd95989cd	gsim
msleep	0xf9a482f9	adsp_factory_module;at803x;audio_prm_dlkm;bt_fm_slim;btpower;camera;cdsp_loader;cnss2;cnss_plat_ipc_qmi_svc;drm_display_helper;dwc3_msm;ehset;flicker_sensor;hdcp_qseecom_dlkm;input_cs40l26_i2c;lpass_cdc_va_macro_dlkm;lt9611uxc;lvstest;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;mfd_max77705;mfd_max77775;mhi;msm_drm;msm_kgsl;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;qcom_pm8008_regulator;qcom_q6v5;qcom_q6v5_pas;qcom_spmi_wled;qseecom_dlkm;radio_i2c_rtc6226_qca;sdhci_msm_sec;sec_arm64_debug;sec_battery;sec_common_fn;sec_direct_charger;slim_qcom_ngd_ctrl;smcinvoke_dlkm;smsc75xx;smsc95xx;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snvm;snvm_plat;spcom;stmvl53l8;synaptics_ts_spi;usb_notify_layer;uwb;wez02;wonder;wsa883x_dlkm;wsa884x_dlkm
msleep_interruptible	0xcc5005fe	flicker_sensor;ipclite_test;msm_video;qca_cld3_kiwi_v2;tz_log_dlkm
mtree_load	0x32e8cfea	glink_pkt
mutex_is_locked	0x819bebd4	drm_display_helper;input_cs40l26_i2c;mbhc_dlkm;msm_drm;msm_eva;msm_kgsl;msm_video;qca_cld3_kiwi_v2;qcom_spmi_temp_alarm;snd_soc_cs35l43_i2c;synaptics_ts_spi;wcd938x_dlkm;wcd939x_dlkm
mutex_lock	0xd5977bfb	adsp_factory_module;adsp_sleepmon;at803x;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bcl_soc;bhs_irq_controller;blk_sec_wb;bt_fm_slim;bwmon;bwprof;c1dcvs_scmi_v2;camera;cdsprm;cfg80211;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_cti;coresight_hwevent;coresight_remote_etm;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;cpu_voltage_cooling;cpufreq_limit;cs_dsp;drm_display_helper;dwc3_msm;fingerprint;flicker_sensor;frpc_adsprpc;gh_rm_booster;glink_pkt;gsim;hall_ic;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hung_task_enh;i2c_msm_geni;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;kperfmon;lcd;leds_qpnp_vibrator_ldo;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;mac80211;machine_dlkm;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;memlat;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_performance;msm_video;nfc_nxp_sec;nu1668_charger;panel_event_notifier;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;pinctrl_lpi_dlkm;pwm_qti_lpg;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_cpuss_sleep_stats;qcom_glink;qcom_iommu_debug;qcom_pil_info;qcom_pm8008_regulator;qcom_q6v5;qcom_q6v5_pas;qcom_ramdump;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_spss;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qpnp_lcdb_regulator;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_amoled_ecm;qti_cpufreq_cdev;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_wlan;rproc_qcom_common;s2dos05_regulator;s2dos07;s2mpb03;sb_core;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_user_reset;sec_rdx_bootdev;sec_vibrator_inputff_module;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smsc75xx;smsc95xx;snd_debug_proc;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_hdmi_codec;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;snvm_plat;spcom;spf_core_dlkm;spi_msm_geni;sps_drv;spss_utils;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;thermal_config;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_gsi;usb_f_qdss;usb_notify_layer;usb_typec_manager;uwb;vbus_notifier;wcd938x_dlkm;wcd939x_dlkm;wcd9xxx_dlkm;wcd_usbss_i2c;wez02;wonder;wsa883x_dlkm;wsa884x_dlkm
mutex_lock_interruptible	0x2c2067df	audio_pkt_dlkm;glink_pkt;msm_drm;qcom_q6v5_pas;qrng_dlkm;sec_common_fn
mutex_trylock	0x203392c6	camera;cnss2;drm_display_helper;fingerprint;msm_eva;msm_geni_serial;msm_hw_fence;msm_kgsl;nfc_nxp_sec;qca_cld3_kiwi_v2;slim_qcom_ngd_ctrl;wez02
mutex_unlock	0xed55cabd	adsp_factory_module;adsp_sleepmon;at803x;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bcl_soc;bhs_irq_controller;blk_sec_wb;bt_fm_slim;bwmon;bwprof;c1dcvs_scmi_v2;camera;cdsprm;cfg80211;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_cti;coresight_hwevent;coresight_remote_etm;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;cpu_voltage_cooling;cpufreq_limit;cs_dsp;drm_display_helper;dwc3_msm;fingerprint;flicker_sensor;frpc_adsprpc;gh_rm_booster;glink_pkt;gsim;hall_ic;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hung_task_enh;i2c_msm_geni;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;kperfmon;lcd;leds_qpnp_vibrator_ldo;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;mac80211;machine_dlkm;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;memlat;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_performance;msm_video;nfc_nxp_sec;nu1668_charger;panel_event_notifier;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;pinctrl_lpi_dlkm;pwm_qti_lpg;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_cpuss_sleep_stats;qcom_glink;qcom_iommu_debug;qcom_pil_info;qcom_pm8008_regulator;qcom_q6v5;qcom_q6v5_pas;qcom_ramdump;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_spss;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qpnp_lcdb_regulator;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_amoled_ecm;qti_cpufreq_cdev;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_wlan;rproc_qcom_common;s2dos05_regulator;s2dos07;s2mpb03;sb_core;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_user_reset;sec_rdx_bootdev;sec_vibrator_inputff_module;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smsc75xx;smsc95xx;snd_debug_proc;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_hdmi_codec;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;snvm_plat;spcom;spf_core_dlkm;spi_msm_geni;sps_drv;spss_utils;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;thermal_config;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_gsi;usb_f_qdss;usb_notify_layer;usb_typec_manager;uwb;vbus_notifier;wcd938x_dlkm;wcd939x_dlkm;wcd9xxx_dlkm;wcd_usbss_i2c;wez02;wonder;wsa883x_dlkm;wsa884x_dlkm
napi_complete_done	0xdfaca303	ipam;qca_cld3_kiwi_v2
napi_disable	0x7f9a71db	ipam;qca_cld3_kiwi_v2
napi_enable	0x39b1be5a	ipam;qca_cld3_kiwi_v2
napi_gro_flush	0x20d9ab00	qca_cld3_kiwi_v2
napi_gro_receive	0xa02f0ec2	mac80211;qca_cld3_kiwi_v2
napi_schedule_prep	0x74dc6705	ipam;qca_cld3_kiwi_v2
neigh_destroy	0xf9a35910	rmnet_wlan
neigh_resolve_output	0x77f910e9	rmnet_wlan
net_ns_type_operations	0x8896b0fb	cfg80211
net_ratelimit	0xf6ebc03b	mac80211
net_selftest	0xfd587d2a	smsc95xx
net_selftest_get_count	0x8e6b1a9e	smsc95xx
net_selftest_get_strings	0xc090c376	smsc95xx
netdev_core_stats_alloc	0x2d3f14aa	rmnet_core;rmnet_shs;wonder
netdev_err	0xb16a3d6d	cfg80211;smsc95xx
netdev_info	0x10ea702c	mac80211;smsc75xx;smsc95xx
netdev_rx_handler_register	0xf203f1f4	rmnet_core;rmnet_wlan;wonder
netdev_rx_handler_unregister	0x5560536e	rmnet_core;rmnet_wlan;wonder
netdev_set_default_ethtool_ops	0x83fe02f2	mac80211
netdev_update_features	0xe23f3795	qca_cld3_kiwi_v2
netdev_warn	0x727ebc1b	smsc75xx;smsc95xx
netif_carrier_off	0x6508739f	ipam;mac80211;qca_cld3_kiwi_v2;usb_f_gsi
netif_carrier_on	0x560a9ddb	ipam;mac80211;qca_cld3_kiwi_v2;usb_f_gsi
netif_device_attach	0x97bc586d	ipam
netif_device_detach	0x6b79f44e	ipam
netif_napi_add_weight	0x9d31b4d5	ipam;qca_cld3_kiwi_v2
